district,year,national_severity_weight,basin_exposure_weight,erosion_weight,proxy_peak_exceedance_score,proxy_days_above_danger_score,proxy_percent_area_flooded_score,FDI_proxy_0_1,floodplain_context,rank_in_year,Latitude,Longitude
Natore,2016,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2016,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2016,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2016,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2016,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2016,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.25,89.9167
Chandpur,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.85,89.37
Pabna,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.45,89.71
Gaibandha,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2017,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.923,89.9501
Chattogram,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.65,89.7667
Khulna,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.8167,89.55
Satkhira,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.7234,89.0751
Barguna,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.15,90.13
Patuakhali,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.35,90.3
Pirojpur,2017,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.58,89.98
Kishoreganj,2017,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2017,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2017,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2017,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2017,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2017,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2017,1.0,0.65,0.55,0.703,0.755,0.79,0.721,Hill & flash-flood,31,23.1,91.98
Rangamati,2017,1.0,0.65,0.55,0.703,0.755,0.79,0.721,Hill & flash-flood,31,22.65,92.17
Dinajpur,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.92,89.45
Nilphamari,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.95,88.85
Rangpur,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.9,89.12
Magura,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.77,88.63
Narail,2017,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.02,89.83
Madaripur,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.17,90.19
Munshiganj,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.54,90.53
Narayanganj,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2017,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.22,90.35
Gazipur,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.96,91.11
Cumilla,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,25.1,89.02
Naogaon,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.81,88.94
Natore,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2017,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2018,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,2018,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,2018,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2018,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2018,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2018,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2018,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2018,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2018,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,23.1,91.98
Rangamati,2018,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,22.65,92.17
Dhaka,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.8103,90.4125
Faridpur,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.607,89.8429
Gopalganj,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.02,89.83
Madaripur,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.17,90.19
Munshiganj,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.54,90.53
Narayanganj,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.6226,90.501
Shariatpur,2018,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.22,90.35
Dinajpur,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.625,88.65
Lalmonirhat,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.92,89.45
Nilphamari,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.95,88.85
Rangpur,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.7449,89.2756
Chuadanga,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.63,88.83
Jashore,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.17,89.2
Jhenaidah,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.55,89.15
Kushtia,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.9,89.12
Magura,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.49,89.42
Meherpur,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.77,88.63
Narail,2018,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.18,89.5
Gazipur,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.96,91.11
Cumilla,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.1,89.02
Naogaon,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.81,88.94
Natore,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2018,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.25,89.9167
Chandpur,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.85,89.37
Pabna,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.45,89.71
Gaibandha,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2019,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.923,89.9501
Chattogram,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.65,89.7667
Khulna,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.8167,89.55
Satkhira,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.7234,89.0751
Barguna,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.15,90.13
Patuakhali,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.35,90.3
Pirojpur,2019,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.58,89.98
Kishoreganj,2019,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2019,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2019,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2019,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2019,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2019,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2019,1.0,0.65,0.55,0.703,0.755,0.79,0.721,Hill & flash-flood,31,23.1,91.98
Rangamati,2019,1.0,0.65,0.55,0.703,0.755,0.79,0.721,Hill & flash-flood,31,22.65,92.17
Dinajpur,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.92,89.45
Nilphamari,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.95,88.85
Rangpur,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.9,89.12
Magura,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.77,88.63
Narail,2019,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.02,89.83
Madaripur,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.17,90.19
Munshiganj,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.54,90.53
Narayanganj,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2019,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.22,90.35
Gazipur,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.96,91.11
Cumilla,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,25.1,89.02
Naogaon,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.81,88.94
Natore,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2019,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.25,89.9167
Chandpur,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.85,89.37
Pabna,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.45,89.71
Gaibandha,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2020,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.923,89.9501
Chattogram,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.65,89.7667
Khulna,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.8167,89.55
Satkhira,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.7234,89.0751
Barguna,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.15,90.13
Patuakhali,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.35,90.3
Pirojpur,2020,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.58,89.98
Kishoreganj,2020,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2020,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2020,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2020,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2020,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2020,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2020,1.0,0.65,0.55,0.703,0.755,0.79,0.721,Hill & flash-flood,31,23.1,91.98
Rangamati,2020,1.0,0.65,0.55,0.703,0.755,0.79,0.721,Hill & flash-flood,31,22.65,92.17
Dinajpur,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.92,89.45
Nilphamari,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.95,88.85
Rangpur,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.9,89.12
