district,decade,cyclone_count,avg_max_wind_kph,strongest_category,avg_damage_usd_million,avg_fatalities,population_affected_percent,exposure_index,coastal_flag,Latitude,Longitude,predicted_dist_coast,norm_cyclone_count,norm_wind,norm_damage,norm_fatalities,norm_pop_pct,norm_exposure,norm_coastal_fl,proximity_score,CVI_0_1,CVI,CVI_Class,Place
Bogura,2020s,5,108,Tropical Storm,20.4,1,14.25,0.25,0,24.85,89.37,169.40081656809386,0.4545454545454546,0.22000000000000008,0.0778021978021978,0.025,0.1425,0.25,0,0.38934964900212676,0.20728711275236056,20.73,Low,Bogura
Brahmanbaria,2020s,3,145,Category 1,21.7,4,22.93,0.55,0,23.96,91.11,53.92480009450332,0.2727272727272727,0.4666666666666667,0.08351648351648353,0.1,0.2293,0.55,0,0.8056136990817746,0.3244279333447409,32.44,Medium,Brahmanbaria
Chandpur,2020s,10,179,Category 3,15.8,2,39.75,0.9,1,23.23,90.65,0.6753323067304762,0.9090909090909092,0.6933333333333334,0.05758241758241759,0.05,0.3975,0.9,1,0.9975655848743834,0.5810075574884374,58.1,High,Chandpur
Chapainawabganj,2020s,2,104,Tropical Storm,10.0,4,41.79,0.25,0,24.6,88.27,224.03568032443172,0.18181818181818182,0.19333333333333336,0.032087912087912084,0.1,0.4179,0.25,0,0.19240373454062298,0.17461628753997638,17.46,Low,Chapainawabganj
Chattogram,2020s,4,202,Category 3,11.6,7,35.99,0.9,1,22.35,91.83,0.5135106554453361,0.36363636363636365,0.8466666666666667,0.039120879120879117,0.17500000000000002,0.3599,0.9,1,0.9981489141059554,0.5344684778241819,53.45,High,Chattogram
Chuadanga,2020s,1,113,Tropical Storm,4.6,1,30.09,0.25,0,23.63,88.83,133.27223260718276,0.09090909090909091,0.2533333333333334,0.008351648351648349,0.025,0.3009,0.25,0,0.5195847501293889,0.1761875859020498,17.62,Low,Chuadanga
Cox's Bazar,2020s,7,208,Category 3,52.4,3,74.62,0.9,1,21.4272,92.0058,0.8136577211409901,0.6363636363636364,0.8866666666666667,0.21846153846153846,0.07500000000000001,0.7462000000000001,0.9,1,0.9970669540851526,0.6318004716322916,63.18,High,Cox's Bazar
Cumilla,2020s,3,152,Category 1,11.5,1,34.63,0.55,0,23.46,91.18,35.211924425253166,0.2727272727272727,0.5133333333333334,0.03868131868131868,0.025,0.34630000000000005,0.55,0,0.8730692422551091,0.3318982129367996,33.19,Medium,Cumilla
Dhaka,2020s,2,110,Tropical Storm,16.9,2,42.92,0.25,0,23.8103,90.4125,22.812268436942265,0.18181818181818182,0.2333333333333334,0.062417582417582405,0.05,0.4292,0.25,0,0.9177671040181973,0.25133207503718435,25.13,Medium,Dhaka
Dinajpur,2020s,4,108,Tropical Storm,4.4,1,48.72,0.25,0,25.625,88.65,277.4104956973714,0.36363636363636365,0.22000000000000008,0.007472527472527472,0.025,0.48719999999999997,0.25,0,0.0,0.17863633366633366,17.86,Low,Dinajpur
Faridpur,2020s,1,102,Tropical Storm,10.4,2,52.11,0.25,0,23.607,89.8429,33.59870525010296,0.09090909090909091,0.18000000000000005,0.033846153846153845,0.05,0.5211,0.25,0,0.8788845203364044,0.2307117387469272,23.07,Low,Faridpur
Feni,2020s,3,208,Category 3,73.0,1,41.92,0.9,1,23.02,91.4,4.339493225332895,0.2727272727272727,0.8866666666666667,0.30901098901098906,0.025,0.4192,0.9,1,0.9843571411585419,0.5493664533765934,54.94,High,Feni
Gaibandha,2020s,2,122,Category 1,7.0,1,48.82,0.25,0,25.33,89.55,205.18064883903156,0.18181818181818182,0.31333333333333335,0.018901098901098902,0.025,0.4882,0.25,0,0.26037171620620936,0.19321506372851305,19.32,Low,Gaibandha
Gazipur,2020s,1,145,Category 1,23.1,3,46.14,0.6,1,24.0,90.4167,31.69305148840342,0.09090909090909091,0.4666666666666667,0.08967032967032967,0.07500000000000001,0.46140000000000003,0.6,1,0.8857539567537577,0.38305230876228885,38.31,Medium,Gazipur
Gopalganj,2020s,3,163,Category 2,20.9,0,51.92,0.6,1,23.02,89.83,42.35917897743101,0.2727272727272727,0.5866666666666667,0.07999999999999999,0.0,0.5192,0.6,1,0.8473050600665057,0.4175595969157415,41.76,Medium,Gopalganj
Habiganj,2020s,1,106,Tropical Storm,17.9,2,20.0,0.25,0,24.38,91.42,102.01272186613583,0.09090909090909091,0.20666666666666667,0.06681318681318679,0.05,0.2,0.25,0,0.6322679803095047,0.18288513968929215,18.29,Low,Habiganj
Jamalpur,2020s,3,92,Tropical Storm,4.7,10,5.38,0.25,0,24.923,89.9501,144.24911964095668,0.2727272727272727,0.1133333333333334,0.008791208791208791,0.25,0.0538,0.25,0,0.48001563791472834,0.18760933601924507,18.76,Low,Jamalpur
Jashore,2020s,2,149,Category 1,14.2,2,39.55,0.6,1,23.17,89.2,85.72746216922243,0.18181818181818182,0.4933333333333334,0.05054945054945054,0.05,0.39549999999999996,0.6,1,0.6909725352902906,0.3650023983841739,36.5,Medium,Jashore
Jhalokathi,2020s,1,186,Category 3,15.9,2,36.54,0.9,1,22.64,90.19,9.64399316809603,0.09090909090909091,0.74,0.058021978021978025,0.05,0.3654,0.9,1,0.9652356586442328,0.45890322620408364,45.89,Medium,Jhalokathi
Jhenaidah,2020s,2,110,Tropical Storm,15.4,2,8.39,0.25,0,23.55,89.15,99.8654075414815,0.18181818181818182,0.2333333333333334,0.05582417582417582,0.05,0.0839,0.25,0,0.6400085465748736,0.18803720830384102,18.8,Low,Jhenaidah
Joypurhat,2020s,1,118,Tropical Storm,14.0,1,25.88,0.25,0,25.1,89.02,210.057332512968,0.09090909090909091,0.28666666666666674,0.04967032967032967,0.025,0.2588,0.25,0,0.24279241135086438,0.15549615422199956,15.55,Low,Joypurhat
Khagrachhari,2020s,1,130,Category 1,28.1,4,24.18,0.5,0,23.1,91.98,44.09217167729194,0.09090909090909091,0.3666666666666667,0.11164835164835166,0.1,0.2418,0.5,0,0.8410580264223588,0.28366941902585224,28.37,Medium,Khagrachhari
Khulna,2020s,6,205,Category 3,20.1,6,51.01,0.9,1,22.8167,89.55,51.72991900542131,0.5454545454545454,0.8666666666666667,0.07648351648351648,0.15000000000000002,0.5101,0.9,1,0.8135257324154967,0.5631532825322589,56.32,High,Khulna
Kishoreganj,2020s,3,131,Category 1,14.9,0,29.54,0.25,0,24.44,90.77,83.86147523844551,0.2727272727272727,0.3733333333333334,0.05362637362637363,0.0,0.2954,0.25,0,0.6976989820531865,0.24176294515836563,24.18,Low,Kishoreganj
Kurigram,2020s,1,102,Tropical Storm,6.9,1,41.17,0.25,0,25.81,89.65,252.48924287170357,0.09090909090909091,0.18000000000000005,0.018461538461538463,0.025,0.4117,0.25,0,0.08983529178670502,0.13480912358426494,13.48,Low,Kurigram
Kushtia,2020s,2,85,Tropical Storm,8.7,0,58.3,0.25,0,23.9,89.12,114.10660835052775,0.18181818181818182,0.06666666666666665,0.02637362637362637,0.0,0.583,0.25,0,0.5886723461429257,0.1958960058430638,19.59,Low,Kushtia
Lakshmipur,2020s,2,212,Category 4,56.3,11,48.35,0.9,1,22.95,90.83,4.291181844699926,0.18181818181818182,0.9133333333333333,0.23560439560439558,0.275,0.48350000000000004,0.9,1,0.984531292394282,0.5726665158528148,57.27,High,Lakshmipur
Lalmonirhat,2020s,3,101,Tropical Storm,26.2,1,49.54,0.25,0,25.92,89.45,265.3815664489971,0.2727272727272727,0.17333333333333334,0.10329670329670329,0.025,0.4954,0.25,0,0.043361478512683016,0.1775297442548647,17.75,Low,Lalmonirhat
Madaripur,2020s,4,142,Category 1,20.4,1,28.02,0.6,1,23.17,90.19,15.313143071993538,0.36363636363636365,0.44666666666666677,0.0778021978021978,0.025,0.2802,0.6,1,0.9447996982468222,0.3994657540404664,39.95,Medium,Madaripur
Magura,2020s,1,96,Tropical Storm,25.9,2,3.56,0.25,0,23.49,89.42,71.50195544167823,0.09090909090909091,0.14,0.10197802197802197,0.05,0.0356,0.25,0,0.7422521622264786,0.1727182831557148,17.27,Low,Magura
Manikganj,2020s,2,111,Tropical Storm,12.2,1,36.17,0.25,0,23.86,90.0,38.02478568555899,0.18181818181818182,0.2400000000000001,0.041758241758241756,0.025,0.3617,0.25,0,0.862929534839805,0.23324941702044405,23.32,Low,Manikganj
Meherpur,2020s,2,107,Tropical Storm,16.1,2,29.68,0.25,0,23.77,88.63,148.09670694639158,0.18181818181818182,0.21333333333333337,0.05890109890109891,0.05,0.2968,0.25,0,0.4661459849451728,0.18940249060240938,18.94,Low,Meherpur
Moulvibazar,2020s,0,103,Tropical Storm,14.9,1,8.95,0.25,0,24.48,91.77,137.64502113539567,0.0,0.18666666666666676,0.05362637362637363,0.025,0.0895,0.25,0,0.5038218695028995,0.13662614299424602,13.66,Low,Moulvibazar
Munshiganj,2020s,2,149,Category 1,30.5,8,15.53,0.6,1,23.54,90.53,0.0,0.18181818181818182,0.4933333333333334,0.12219780219780219,0.2,0.1553,0.6,1,1.0,0.4051323976023976,40.51,Medium,Munshiganj
Mymensingh,2020s,3,99,Tropical Storm,22.4,2,34.98,0.25,0,24.7434,90.3984,114.21111300471469,0.2727272727272727,0.16000000000000003,0.08659340659340659,0.05,0.34979999999999994,0.25,0,0.5882956312896387,0.21670766502706576,21.67,Low,Mymensingh
Naogaon,2020s,2,89,Tropical Storm,11.3,4,22.8,0.25,0,24.81,88.94,189.27093647553838,0.18181818181818182,0.09333333333333338,0.037802197802197804,0.1,0.228,0.25,0,0.31772251082376113,0.15401530802543306,15.4,Low,Naogaon
Narail,2020s,1,105,Tropical Storm,16.7,2,12.87,0.25,0,23.18,89.5,70.05451022845219,0.09090909090909091,0.20000000000000007,0.061538461538461535,0.05,0.12869999999999998,0.25,0,0.7474698639200911,0.185484119259142,18.55,Low,Narail
Narayanganj,2020s,4,154,Category 2,15.1,0,54.55,0.6,1,23.6226,90.501,3.3828178991013105,0.36363636363636365,0.5266666666666668,0.0545054945054945,0.0,0.5455,0.6,1,0.9878057321133529,0.4350518519326141,43.51,Medium,Narayanganj
Narsingdi,2020s,1,109,Tropical Storm,7.7,2,21.38,0.25,0,23.9207,90.7188,26.18641527044252,0.09090909090909091,0.22666666666666668,0.021978021978021976,0.05,0.2138,0.25,0,0.9056040932964216,0.20787347626270908,20.79,Low,Narsingdi
Natore,2020s,0,104,Tropical Storm,10.1,0,25.12,0.25,0,24.42,89.0,155.1596382078644,0.0,0.19333333333333336,0.032527472527472526,0.0,0.25120000000000003,0.25,0,0.4406857685113368,0.14056769773025457,14.06,Low,Natore
Netrokona,2020s,2,116,Tropical Storm,6.4,2,21.24,0.25,0,24.88,90.73,128.35689341795188,0.18181818181818182,0.27333333333333343,0.016263736263736263,0.05,0.21239999999999998,0.25,0,0.5373033990827185,0.19068262762055957,19.07,Low,Netrokona
Nilphamari,2020s,1,113,Tropical Storm,4.8,4,24.1,0.25,0,25.95,88.85,294.2392506393151,0.09090909090909091,0.2533333333333334,0.00923076923076923,0.1,0.24100000000000002,0.25,0,0.0,0.12962097902097905,12.96,Low,Nilphamari
Noakhali,2020s,3,183,Category 3,36.1,3,41.69,0.9,1,22.82,91.1,3.4856477682025,0.2727272727272727,0.72,0.1468131868131868,0.07500000000000001,0.4169,0.9,1,0.9874350544688655,0.5076145743779555,50.76,High,Noakhali
Pabna,2020s,1,94,Tropical Storm,17.1,3,20.87,0.25,0,24.0064,89.2493,104.88417821369146,0.09090909090909091,0.1266666666666667,0.06329670329670331,0.07500000000000001,0.2087,0.25,0,0.6219170512996373,0.17394257426083287,17.39,Low,Pabna
Panchagarh,2020s,2,102,Tropical Storm,14.6,5,14.13,0.25,0,26.33,88.56,344.84409227917126,0.18181818181818182,0.18000000000000005,0.05230769230769231,0.125,0.1413,0.25,0,0.0,0.13249888111888114,13.25,Low,Panchagarh
Patuakhali,2020s,5,182,Category 3,24.4,8,38.65,0.9,1,22.35,90.3,2.1604315335758786,0.4545454545454546,0.7133333333333334,0.09538461538461537,0.2,0.3865,0.9,1,0.9922121492622518,0.5423607254157357,54.24,High,Patuakhali
Pirojpur,2020s,3,177,Category 2,55.1,1,28.28,0.9,1,22.58,89.98,2.5668801960927214,0.2727272727272727,0.6800000000000002,0.23032967032967033,0.025,0.2828,0.9,1,0.9907469968299507,0.49356324114153655,49.36,Medium,Pirojpur
Rajbari,2020s,1,136,Category 1,34.0,0,37.38,0.6,1,23.72,89.65,53.227720010614995,0.09090909090909091,0.40666666666666673,0.13758241758241757,0.0,0.3738,0.6,1,0.808126509861107,0.353466377259837,35.35,Medium,Rajbari
Rajshahi,2020s,4,134,Category 1,12.0,4,16.34,0.25,0,24.3745,88.6042,191.61681259532386,0.36363636363636365,0.3933333333333334,0.04087912087912088,0.1,0.1634,0.25,0,0.3092661756952424,0.21944394024684694,21.94,Low,Rajshahi
Rangamati,2020s,4,145,Category 1,19.2,2,46.61,0.5,0,22.65,92.17,23.00520212531517,0.36363636363636365,0.4666666666666667,0.07252747252747252,0.05,0.4661,0.5,0,0.9170716231644975,0.3562417377410252,35.62,Medium,Rangamati
Rangpur,2020s,2,104,Tropical Storm,36.0,5,42.9,0.25,0,25.7449,89.2756,254.71903611590815,0.18181818181818182,0.19333333333333336,0.14637362637362636,0.125,0.429,0.25,0,0.08179740829351134,0.18555851205812238,18.56,Low,Rangpur
Satkhira,2020s,7,177,Category 2,36.6,1,37.1,0.9,1,22.7234,89.0751,49.7815374736277,0.6363636363636364,0.6800000000000002,0.149010989010989,0.025,0.371,0.9,1,0.8205491924576112,0.527711113051955,52.77,High,Satkhira
Shariatpur,2020s,3,150,Category 1,23.4,4,25.37,0.6,1,23.22,90.35,5.633963162020451,0.2727272727272727,0.5,0.090989010989011,0.1,0.25370000000000004,0.6,1,0.9796908795831338,0.407896530515756,40.79,Medium,Shariatpur
Sherpur,2020s,2,88,Tropical Storm,13.2,0,18.99,0.25,0,25.0188,90.0175,152.90685141280642,0.18181818181818182,0.08666666666666667,0.04615384615384615,0.0,0.18989999999999999,0.25,0,0.44880653838125384,0.1485664580339296,14.86,Low,Sherpur
Sirajganj,2020s,0,107,Tropical Storm,11.5,14,9.95,0.25,0,24.45,89.71,110.26885916963853,0.0,0.21333333333333337,0.03868131868131868,0.35000000000000003,0.09949999999999999,0.25,0,0.6025065349728822,0.19800285129948603,19.8,Low,Sirajganj
Sunamganj,2020s,4,113,Tropical Storm,19.6,3,18.44,0.25,0,25.07,91.4,162.64771424666645,0.36363636363636365,0.2533333333333334,0.07428571428571429,0.07500000000000001,0.1844,0.25,0,0.413693004520998,0.21224761214041152,21.22,Low,Sunamganj
Sylhet,2020s,5,101,Tropical Storm,13.1,1,19.52,0.25,0,24.899,91.872,179.82763831127104,0.4545454545454546,0.17333333333333334,0.045714285714285714,0.025,0.19519999999999998,0.25,0,0.3517633935976021,0.19698530039872125,19.7,Low,Sylhet
Tangail,2020s,1,113,Tropical Storm,3.5,1,44.75,0.25,0,24.25,89.9167,81.09414336217502,0.09090909090909091,0.2533333333333334,0.0035164835164835165,0.025,0.4475,0.25,0,0.7076745666802706,0.20893129283186324,20.89,Low,Tangail
Thakurgaon,2020s,0,115,Tropical Storm,14.8,1,16.65,0.25,0,26.02,88.46,323.338542995847,0.0,0.2666666666666667,0.05318681318681318,0.025,0.16649999999999998,0.25,0,0.0,0.10587802197802199,10.59,Low,Thakurgaon
